id,Recency,Frequency,Monetary
9028,288,4,433
9029,227,8,864
9030,468,8,612
9031,115,12,1058
9032,152,15,1798
9033,167,7,785
9034,107,9,768
9035,2,8,578
9036,450,9,935
9037,92,11,985
9038,501,6,643
9039,539,9,1183
9040,50,9,737
9041,219,5,512
9042,112,11,1424
9043,152,6,331
9044,232,13,1237
9045,83,10,1363
9046,485,10,1036
9047,100,10,1464
9048,110,11,1129
9049,196,14,1550
9050,183,9,882
9051,131,6,502
9052,258,11,1189
9053,140,10,924
9054,8,16,1402
9055,95,6,568
9056,96,12,1600
9057,408,13,1299
9058,382,4,361
9059,191,16,1364
9060,18,7,790
9061,207,8,1046
9062,408,7,699
9063,345,8,824
9064,64,8,1085
9065,35,9,703
9066,224,12,1168
9067,113,18,1895
9068,132,8,748
9069,35,15,1473
9070,83,8,848
9071,212,13,1368
9072,75,13,1142
9073,139,11,681
9074,147,6,752
9075,49,10,1033
9076,59,11,844
9077,342,10,1114
9078,68,10,440
9079,49,11,1121
9080,170,12,1212
9081,476,8,880
9082,174,14,1480
9083,441,9,882
9084,160,9,970
9085,127,5,500
9086,14,7,784
9087,111,12,1255
9088,125,10,965
9089,125,10,1014
9090,153,6,393
9091,116,18,1612
9092,90,9,976
9093,185,9,723
9094,93,13,906
9095,70,16,1395
9096,196,14,1229
9097,421,4,340
9098,136,8,882
9099,128,10,1317
9100,50,8,964
9101,52,13,1056
9102,3,10,669
9103,10,12,1132
9104,201,8,606
9105,33,9,948
9106,252,6,813
9107,642,4,362
9108,213,5,410
9109,111,7,440
9110,44,18,1868
9111,186,8,871
9112,162,7,596
9113,394,14,1214
9114,88,14,1443
9115,432,7,663
9116,91,10,1063
9117,114,8,811
9118,184,11,992
9119,274,6,577
9120,313,10,813
9121,14,9,1117
9122,91,13,1013
9123,374,9,787
9124,125,11,974
9125,302,13,1443
9126,131,15,1203
9127,68,15,1489
9128,528,7,758
9129,247,10,1242
9130,185,9,968
9131,170,8,624
9132,266,17,1674
9133,152,12,1027
9134,535,8,673
9135,106,14,1361
9136,92,11,1108
9137,279,11,1044
9138,13,13,1375
9139,186,13,1129
9140,418,9,795
9141,5,8,431
9142,134,12,1214
9143,164,9,1155
9144,366,6,834
9145,187,8,705
9146,75,8,789
9147,389,7,546
9148,467,9,701
9149,39,20,2035
9150,234,8,807
9151,405,9,854
9152,275,13,997
9153,93,6,406
9154,148,10,869
9155,142,18,1764
9156,74,7,681
9157,332,9,1031
9158,206,5,267
9159,111,10,786
9160,247,12,1322
9161,88,11,964
9162,167,6,462
9163,216,11,1027
9164,110,15,1726
9165,221,10,808
9166,253,8,1061
9167,297,13,1256
9168,117,4,341
9169,238,12,1124
9170,165,9,675
9171,67,7,602
9172,175,11,797
9173,85,13,1716
9174,160,9,607
9175,519,10,966
9176,82,7,525
9177,124,9,926
9178,47,7,699
9179,142,13,1126
9180,3,11,741
9181,33,5,329
9182,83,11,951
9183,239,11,948
9184,117,12,1178
9185,204,14,1191
9186,62,10,1097
9187,188,6,533
9188,163,11,1296
9189,145,13,1367
9190,137,7,642
9191,98,11,1596
9192,133,11,1004
9193,225,13,1326
9194,151,10,1214
9195,21,19,1615
9196,16,12,1680
9197,101,10,905
9198,65,14,1344
9199,130,12,1060
9200,45,6,373
9201,447,9,758
9202,124,10,991
9203,472,10,1095
9204,182,11,1117
9205,183,11,983
9206,123,12,1368
9207,80,6,507
9208,202,12,1183
9209,120,8,743
9210,174,12,1164
9211,352,12,1061
9212,449,9,938
9213,147,12,1333
9214,129,8,1088
9215,231,11,1105
9216,165,6,454
9217,43,10,833
9218,118,11,763
9219,449,6,443
9220,47,16,1346
9221,188,11,1426
9222,503,11,1148
9223,41,12,907
9224,27,11,960
9225,144,13,1144
9226,3,11,821
9227,80,14,1395
9228,72,11,984
9229,169,2,161
9230,378,7,700
9231,161,8,811
9232,163,14,1299
9233,47,7,1006
9234,455,8,834
9235,214,14,1379
9236,139,10,795
9237,16,7,793
9238,174,13,1426
9239,253,10,885
9240,99,13,839
9241,70,13,1224
9242,155,11,899
9243,81,13,1266
9244,40,11,946
9245,29,7,784
9246,71,7,436
9247,25,11,1484
9248,117,10,857
9249,168,12,1316
9250,175,6,632
9251,33,11,1277
9252,110,12,774
9253,147,4,500
9254,160,7,628
9255,86,11,1263
9256,470,12,1278
9257,172,14,1087
9258,217,6,553
9259,160,10,1296
9260,118,11,1338
9261,165,12,844
9262,45,12,1274
9263,134,8,646
9264,239,10,952
9265,543,5,573
9266,155,12,1042
9267,198,12,1280
9268,158,6,472
9269,430,3,226
9270,40,12,1108
9271,188,5,788
9272,110,14,1342
9273,117,10,1150
9274,258,8,847
9275,177,17,1722
9276,220,18,1909
9277,29,8,929
9278,171,19,1574
9279,38,11,1041
9280,14,14,1497
9281,245,15,1940
9282,38,12,1219
9283,236,9,551
9284,331,8,1025
9285,454,7,995
9286,42,12,1219
9287,390,6,662
9288,396,5,554
9289,430,11,676
9290,98,9,683
9291,148,15,1593
9292,45,12,1212
9293,124,10,1034
9294,6,10,1260
9295,164,5,508
9296,152,13,1196
9297,257,12,1107
9298,245,12,913
9299,189,9,769
9300,10,8,716
9301,84,8,917
9302,89,16,1393
9303,236,6,749
9304,560,7,918
9305,513,6,543
9306,514,5,630
9307,15,14,1599
9308,48,12,1517
9309,57,6,518
9310,299,9,930
9311,195,8,1102
9312,157,9,933
9313,133,17,1458
9314,108,8,1170
9315,164,15,1452
9316,66,12,887
9317,208,11,1279
9318,329,9,889
9319,168,16,1408
9320,380,13,1444
9321,66,10,854
9322,8,13,1180
9323,368,9,755
9324,273,12,1174
9325,159,12,709
9326,51,7,466
9327,188,11,993
9328,108,13,1140
9329,224,6,334
9330,363,10,688
9331,112,14,1344
9332,268,9,786
9333,402,5,357
9334,176,9,552
9335,17,11,694
9336,91,12,1189
9337,159,8,978
9338,108,9,884
9339,26,18,1742
9340,155,9,1392
9341,91,10,932
9342,108,8,740
9343,56,11,913
9344,198,11,1327
9345,167,10,871
9346,47,12,1099
9347,66,3,305
9348,128,18,1915
9349,162,11,799
9350,229,12,945
9351,189,12,1488
9352,142,11,1221
9353,172,10,873
9354,174,8,711
9355,317,9,985
9356,59,17,1739
9357,113,9,849
9358,392,9,916
9359,208,10,619
9360,396,9,997
9361,315,10,1284
9362,83,9,1203
9363,155,8,928
9364,262,4,269
9365,165,7,566
9366,160,9,1009
9367,175,12,1046
9368,249,7,686
9369,154,12,976
9370,104,10,1038
9371,109,8,791
9372,36,9,979
9373,11,6,464
9374,179,4,358
9375,16,6,764
9376,114,8,697
9377,133,9,872
9378,45,13,1362
9379,146,11,580
9380,142,7,675
9381,105,10,1029
9382,96,9,793
9383,145,12,1135
9384,183,10,974
9385,73,10,904
9386,259,11,845
9387,78,11,997
9388,136,6,439
9389,48,11,881
9390,95,11,1121
9391,234,7,972
9392,54,13,873
9393,179,8,738
9394,133,11,786
9395,149,4,539
9396,101,10,933
9397,271,5,520
9398,45,16,1447
9399,328,7,609
9400,126,11,1047
9401,183,15,1476
9402,82,11,748
9403,165,14,1176
9404,44,9,1108
9405,287,9,928
9406,48,11,1132
9407,235,8,505
9408,187,10,834
9409,151,12,989
9410,67,11,1027
9411,116,14,1548
9412,173,15,1405
9413,73,8,694
9414,190,9,1031
9415,360,10,1279
9416,18,12,1383
9417,94,13,1214
9418,118,13,1002
9419,39,13,1307
9420,175,8,878
9421,372,10,742
9422,349,9,1129
9423,138,10,1089
9424,137,8,559
9425,161,11,1182
9426,49,17,1149
9427,201,6,368
9428,77,11,795
9429,177,19,2057
9430,115,12,1018
9431,486,9,884
9432,200,11,757
9433,66,8,940
9434,114,14,1332
9435,273,11,901
9436,173,14,1368
9437,104,12,1223
9438,59,15,1195
9439,143,5,440
9440,418,8,1087
9441,369,5,330
9442,97,9,1006
9443,140,13,1246
9444,64,11,721
9445,272,10,1065
9446,351,13,1678
9447,72,17,1713
9448,4,11,1355
9449,201,10,1024
9450,148,13,1465
9451,181,5,261
9452,115,7,576
9453,450,10,653
9454,81,14,1056
9455,109,12,1057
9456,78,13,1316
9457,161,9,802
9458,173,14,1431
9459,129,12,1207
9460,310,8,633
9461,52,12,1325
9462,147,19,1908
9463,216,14,1192
9464,63,8,920
9465,418,8,764
9466,27,10,854
9467,192,8,733
9468,91,11,1330
9469,170,9,869
9470,363,9,812
9471,382,8,1084
9472,97,8,747
9473,592,8,575
9474,104,10,842
9475,110,3,300
9476,394,10,969
9477,184,9,753
9478,53,9,664
9479,485,3,466
9480,225,9,662
9481,172,8,868
9482,92,11,1151
9483,543,7,675
9484,160,14,1375
9485,143,8,621
9486,101,7,887
9487,37,12,1151
9488,11,8,1110
9489,183,13,1259
9490,88,9,768
9491,480,10,934
9492,2,10,1089
9493,120,13,1274
9494,77,13,1707
9495,77,8,938
9496,234,14,1612
9497,124,11,793
9498,431,11,1604
9499,234,11,1193
9500,107,8,887
9501,173,16,1622
9502,160,15,1253
9503,67,12,1065
9504,368,11,961
9505,178,7,691
9506,295,11,1034
9507,335,13,1004
9508,136,8,923
9509,96,11,1100
9510,103,5,538
9511,53,12,1636
9512,219,5,595
9513,163,7,588
9514,210,11,1152
9515,198,14,1098
9516,219,9,667
9517,165,11,998
9518,17,11,1166
9519,138,10,703
9520,433,10,974
9521,82,6,541
9522,132,9,737
9523,163,10,1195
9524,349,8,809
9525,154,12,915
9526,249,10,1410
9527,183,6,664
9528,331,7,1075
9529,211,10,914
9530,93,10,1054
9531,201,14,1536
9532,283,7,516
9533,280,8,541
9534,147,7,590
9535,223,8,1102
9536,20,10,1221
9537,99,6,748
9538,441,5,646
9539,107,11,836
9540,406,6,601
9541,164,6,603
9542,399,10,1061
9543,119,18,2163
9544,235,11,1404
9545,79,18,2018
9546,115,8,926
9547,201,11,1023
9548,229,3,373
9549,173,16,1848
9550,354,11,1204
9551,529,5,722
9552,133,14,1381
9553,66,8,669
9554,16,11,1025
9555,305,7,482
9556,152,9,820
9557,75,13,1227
9558,25,12,1210
9559,264,16,1547
9560,22,13,1117
9561,119,5,225
9562,138,13,1133
9563,184,14,1305
9564,52,11,812
9565,462,7,560
9566,82,8,868
9567,194,10,959
9568,112,8,1206
9569,359,12,1378
9570,106,14,1095
9571,157,11,1185
9572,129,5,459
9573,63,11,934
9574,259,6,592
9575,509,6,573
9576,62,9,842
9577,144,14,1149
9578,428,10,937
9579,282,10,864
9580,156,9,1078
9581,376,10,380
9582,526,6,643
9583,187,11,972
9584,191,10,980
9585,164,10,980
9586,206,7,719
9587,334,9,672
9588,36,10,871
9589,744,4,403
9590,70,13,815
9591,42,8,892
9592,96,12,1058
9593,179,8,575
9594,36,16,1778
9595,446,6,726
9596,245,8,981
9597,429,9,785
9598,184,11,1331
9599,155,12,840
9600,234,7,537
9601,492,6,607
9602,158,3,382
9603,140,12,906
9604,63,7,757
9605,189,15,1470
9606,173,12,1016
9607,160,10,920
9608,350,12,1287
9609,100,6,543
9610,445,9,689
9611,177,20,1912
9612,229,13,887
9613,163,14,1177
9614,199,8,894
9615,513,9,988
9616,375,7,676
9617,132,8,587
9618,335,6,474
9619,84,7,739
9620,445,8,548
9621,128,8,708
9622,312,17,1830
9623,31,11,1207
9624,458,13,1198
9625,459,8,719
9626,213,5,465
9627,48,13,1381
9628,139,9,836
9629,118,9,992
9630,51,16,1444
9631,65,11,1095
9632,62,10,1008
9633,120,13,1329
9634,132,13,1698
9635,120,12,1138
9636,137,13,1207
9637,137,11,901
9638,507,7,981
9639,104,8,523
9640,10,11,910
9641,218,9,1067
9642,63,12,803
9643,173,8,853
9644,71,10,844
9645,132,5,473
9646,104,10,988
9647,327,12,1164
9648,225,13,1462
9649,141,14,1204
9650,62,7,889
9651,97,11,1117
9652,264,5,316
9653,110,9,984
9654,497,10,956
9655,232,16,1906
9656,77,21,2130
9657,185,10,789
9658,290,12,1022
9659,100,15,1491
9660,277,6,465
9661,166,8,1052
9662,468,9,1111
9663,186,12,1230
9664,40,15,967
9665,40,7,507
9666,8,10,1179
9667,241,15,1581
9668,136,7,448
9669,442,11,1102
9670,68,11,911
9671,295,10,1099
9672,119,6,620
9673,122,11,1395
9674,357,6,575
9675,538,4,432
9676,170,12,1139
9677,208,11,778
9678,111,11,1048
9679,129,11,1174
9680,60,11,1032
9681,79,13,1285
9682,112,13,1238
9683,462,7,642
9684,514,10,778
9685,280,7,683
9686,24,17,1561
9687,108,8,950
9688,127,10,1020
9689,155,12,998
9690,163,8,792
9691,124,8,750
9692,125,6,798
9693,174,9,1019
9694,110,11,977
9695,208,6,760
9696,394,13,1307
9697,28,12,1419
9698,156,15,1646
9699,259,6,880
9700,127,7,361
9701,444,7,781
9702,190,11,1179
9703,184,11,908
9704,34,15,1532
9705,115,9,679
9706,86,16,1527
9707,509,12,1562
9708,367,5,257
9709,80,9,864
9710,327,9,1056
9711,174,11,1118
9712,175,11,1339
9713,167,6,514
9714,11,17,1678
9715,204,9,865
9716,151,10,822
9717,489,7,806
9718,71,10,852
9719,156,9,560
9720,438,9,1006
9721,189,11,1281
9722,323,8,788
9723,150,7,837
9724,301,11,1096
9725,294,12,1060
9726,282,10,951
9727,53,15,1625
9728,147,12,1106
9729,139,13,1435
9730,111,8,791
9731,230,7,702
9732,286,12,1394
9733,61,13,1497
9734,46,7,508
9735,169,15,1366
9736,103,8,764
9737,168,11,1060
9738,164,13,895
9739,52,13,1288
9740,38,10,959
9741,82,12,1053
9742,57,4,513
9743,257,10,680
9744,137,10,1058
9745,127,12,1054
9746,23,11,1494
9747,155,11,1084
9748,209,8,609
9749,242,8,955
9750,219,9,668
9751,163,9,916
9752,201,6,793
9753,468,9,832
9754,147,13,1167
9755,54,15,1811
9756,138,10,962
9757,180,10,671
9758,6,14,1293
9759,515,7,894
9760,359,8,757
9761,229,9,981
9762,209,4,320
9763,163,6,668
9764,79,9,834
9765,99,9,1004
9766,271,8,866
9767,88,9,953
9768,485,9,854
9769,167,14,1311
9770,98,9,688
9771,210,11,1336
9772,256,10,612
9773,107,4,522
9774,89,9,795
9775,124,4,627
9776,60,7,408
9777,123,12,1055
9778,44,11,1243
9779,192,7,843
9780,314,7,610
9781,263,9,704
9782,444,9,1011
9783,45,10,875
9784,81,8,504
9785,90,9,768
9786,38,12,1456
9787,198,15,1167
9788,185,7,833
9789,118,9,1012
9790,196,12,1528
9791,94,17,1215
9792,6,13,1337
9793,156,9,761
9794,143,10,736
9795,184,9,863
9796,465,6,347
9797,51,15,1337
9798,236,6,597
9799,92,16,1555
9800,267,9,621
9801,22,4,532
9802,87,8,940
9803,482,6,308
9804,152,12,1235
9805,94,13,624
9806,168,6,395
9807,170,10,834
9808,240,12,1459
9809,62,10,1072
9810,446,11,840
9811,260,11,1334
9812,178,4,384
9813,293,13,1132
9814,183,10,1242
9815,70,10,708
9816,119,7,529
9817,136,10,861
9818,98,10,863
9819,176,12,1563
9820,442,7,546
9821,194,12,1330
9822,63,14,1319
9823,79,15,1212
9824,447,9,828
9825,173,8,773
9826,296,11,1048
9827,100,9,798
9828,204,5,638
9829,164,8,648
9830,18,8,629
9831,23,13,1269
9832,211,6,553
9833,352,7,812
9834,277,7,520
9835,280,10,998
9836,152,18,1882
9837,253,10,971
9838,165,10,924
9839,197,9,779
9840,322,14,1366
9841,109,9,762
9842,115,8,868
9843,3,10,1026
9844,93,14,1403
9845,241,8,756
9846,114,14,1456
9847,108,12,970
9848,346,11,880
9849,138,5,391
9850,34,9,915
9851,437,12,1154
9852,43,12,1030
9853,79,10,1243
9854,171,8,683
9855,286,10,1089
9856,190,6,667
9857,182,13,1236
9858,149,12,1267
9859,100,14,1206
9860,399,8,504
9861,470,9,1086
9862,89,12,712
9863,169,9,769
9864,123,5,366
9865,206,9,646
9866,192,7,752
9867,80,12,1259
9868,188,16,1406
9869,216,15,1043
9870,436,8,511
9871,42,10,1220
9872,121,7,707
9873,58,7,674
9874,368,8,744
9875,122,7,1025
9876,620,4,586
9877,100,9,841
9878,558,7,904
9879,56,13,1297
9880,19,13,1434
9881,380,8,495
9882,159,7,920
9883,122,16,1476
9884,26,7,481
9885,134,11,1024
9886,79,10,1041
9887,56,9,754
9888,569,4,301
9889,198,14,1575
9890,210,11,1231
9891,240,6,605
9892,513,7,528
9893,430,6,458
9894,199,13,943
9895,12,11,953
9896,470,5,326
9897,111,12,1232
9898,440,9,816
9899,399,8,1080
9900,281,9,1007
9901,326,6,937
9902,110,8,656
9903,278,6,633
9904,186,15,1083
9905,397,13,1185
9906,39,11,1095
9907,52,11,1002
9908,44,10,819
9909,172,14,1681
9910,72,9,1070
9911,170,17,1699
9912,187,13,1008
9913,418,10,694
9914,164,11,818
9915,239,13,1405
9916,184,10,1123
9917,173,8,825
9918,361,10,688
9919,124,13,1176
9920,219,8,706
9921,99,16,1553
9922,105,12,819
9923,143,15,1319
9924,45,11,1211
9925,15,16,1090
9926,47,14,1314
9927,164,11,1160
9928,104,11,751
9929,118,11,1096
9930,13,11,1343
9931,41,12,1494
9932,119,10,1039
9933,175,10,979
9934,130,12,1069
9935,95,11,1198
9936,169,4,351
9937,87,18,1781
9938,149,11,1095
9939,220,9,810
9940,219,7,703
9941,159,11,1022
9942,96,6,731
9943,352,5,400
9944,205,11,722
9945,117,13,1095
9946,126,7,532
9947,23,13,1135
9948,177,8,808
9949,483,6,363
9950,19,14,1317
9951,207,11,899
9952,484,7,827
9953,65,10,731
9954,354,10,1022
9955,359,5,598
9956,133,6,396
9957,228,12,1089
9958,198,7,741
9959,73,10,1104
9960,115,11,875
9961,123,6,625
9962,178,12,1025
9963,43,6,410
9964,115,9,685
9965,159,10,1045
9966,505,9,806
9967,587,3,200
9968,239,7,612
9969,530,5,526
9970,205,8,891
9971,412,4,382
9972,90,11,1164
9973,114,11,818
9974,120,9,663
9975,385,7,798
9976,270,10,1201
9977,313,6,531
9978,203,10,1206
9979,341,11,1008
9980,129,7,728
9981,54,15,1265
9982,127,10,893
9983,117,10,942
9984,214,13,1271
9985,96,11,1140
9986,129,12,1730
9987,470,7,698
9988,67,15,905
9989,136,6,611
9990,363,5,447
9991,71,13,1105
9992,95,11,828
9993,225,12,979
9994,125,13,888
9995,134,7,813
9996,10,13,967
9997,94,6,464
9998,331,8,744
9999,482,11,1014
10000,108,9,788
