hero,comic
BOOMER,XTERM 1
S'YM,XTERM 1
WIZ KID,XTERM 1
MARVEL GIRL,XTERM 1
N'ASTIRH,XTERM 1
ICEMAN,XTERM 1
CYCLOPS,XTERM 1
THING,H2 350
HULK,H2 350
HULK ROBOT,H2 350
DR. DOOM,H2 350
BEAST,H2 350
CYCLOPS,XF 35
BEAST,XF 35
"SUMMERS, NATHAN CHRI",XF 35
MARVEL GIRL,XF 35
ICEMAN,XF 35
ORPHAN-MAKER,XF 35
NANNY II,XF 35
SUB-MARINER,NM 76
SUNSPOT,NM 76
WARLOCK III,NM 76
WOLFSBANE,NM 76
SKIDS,NM 76
MIRAGE II,NM 76
ICEMAN,NM 76
CANNONBALL II,NM 76
BEAST,NM 76
BRIGHTWIND,NM 76
BOOMER,NM 76
"RASPUTINA, ILLYANA I",NM 76
CYCLOPS,NM 76
RICTOR,NM 76
MARVEL GIRL,NM 76
FIREFIST,NM 76
ENCHANTRESS,M/CP 39/2
WONDER MAN,M/CP 39/2
BEAST,M/CP 39/2
WONDER MAN,M/CP 40/2
ENCHANTRESS,M/CP 40/2
BEAST,M/CP 40/2
WONDER MAN,M/CP 41/2
BEAST,M/CP 41/2
IRON MAN,M/CP 41/2
ENCHANTRESS,M/CP 41/2
IRON MAN,M/CP 42/2
ENCHANTRESS,M/CP 42/2
WONDER MAN,M/CP 42/2
BEAST,M/CP 42/2
WASP,M/CP 42/2
MIKHLO,M/CP 87/3
COMMANDER COURAGE,M/CP 87/3
BEAST,M/CP 87/3
"NYLES, JENNIFER",M/CP 87/3
PEATOR,M/CP 87/3
CONSTRICTOR,M/CP 87/3
IGOR,M/CP 87/3
RED GHOST,M/CP 87/3
BEAST,M/CP 88/2
RED GHOST,M/CP 88/2
COMMANDER COURAGE,M/CP 88/2
BEAST,M/CP 89/2
"NYLES, JENNIFER",M/CP 89/2
CONSTRICTOR,M/CP 89/2
MIKHLO,M/CP 90/2
CONSTRICTOR,M/CP 90/2
"NYLES, JENNIFER",M/CP 90/2
COMMANDER COURAGE,M/CP 90/2
IGOR,M/CP 90/2
PEATOR,M/CP 90/2
BEAST,M/CP 90/2
IGOR,M/CP 91/2
PEATOR,M/CP 91/2
RED GHOST,M/CP 91/2
CONSTRICTOR,M/CP 91/2
MIKHLO,M/CP 91/2
BEAST,M/CP 91/2
"NYLES, JENNIFER",M/CP 91/2
COMMANDER COURAGE,M/CP 91/2
BEAST,M/CP 92/2
IGOR,M/CP 92/2
COMMANDER COURAGE,M/CP 92/2
PEATOR,M/CP 92/2
CONSTRICTOR,M/CP 92/2
RED GHOST,M/CP 92/2
"NYLES, JENNIFER",M/CP 92/2
MIKHLO,M/CP 92/2
BEAST,NW@ 1/8
NIGHT THRASHER,NW@ 1/8
SPEEDBALL,NW@ 1/8
SHE-HULK,NW@ 1/8
COUNTERWEIGHT II,NW@ 1/8
SPIDER-MAN,NW@ 1/8
"CHORD, ANDREW",NW@ 1/8
INVISIBLE WOMAN,NW@ 1/8
MASTERBLASTER,S-M 15
BEAST,S-M 15
POWERHOUSE II,S-M 15
SPIDER-MAN,S-M 15
"WATSON-PARKER, MARY",S-M 15
MAVERICK,X 6
OMEGA RED,X 6
JUBILEE,X 6
"CHENEY, LILA",X 6
"STRUCKER, ANDREAS",X 6
ROGUE ,X 6
GAMBIT,X 6
"STRUCKER, ANDREA",X 6
LONGSHOT,X 6
SABRETOOTH,X 6
WOLVERINE,X 6
DAZZLER II,X 6
MOJO,X 6
CYCLOPS,X 6
"CORNELIUS, DR.",X 6
"TSURAYABA, MATSUO",X 6
MAJOR DOMO,X 6
BIRDY,X 6
BEAST,X 6
PSYLOCKE,X 6
WOLVERINE,X 7
CYCLOPS,X 7
SABRETOOTH,X 7
"CHENEY, LILA",X 7
MOJO,X 7
MAJOR DOMO,X 7
BEAST,X 7
MAVERICK,X 7
JUBILEE,X 7
GAMBIT,X 7
PSYLOCKE,X 7
"TSURAYABA, MATSUO",X 7
"CORNELIUS, DR.",X 7
"STRUCKER, ANDREA",X 7
LONGSHOT,X 7
ROGUE ,X 7
DAZZLER II,X 7
OMEGA RED,X 7
"STRUCKER, ANDREAS",X 7
MEEK,X 7
CYCLOPS,X 8
ROGUE ,X 8
WOLVERINE,X 8
PSYLOCKE,X 8
STORM,X 8
JUBILEE,X 8
BISHOP ,X 8
PROFESSOR X,X 8
FORGE,X 8
BEAST,X 8
GHOST RIDER III,X 8
MARVEL GIRL,X 8
GAMBIT,X 8
"BOUDREAUX, BELLA DON",X 8
JUBILEE,GR3 26
GAMBIT,GR3 26
PSYLOCKE,GR3 26
CYCLOPS,GR3 26
"BOUDREAUX, BELLA DON",GR3 26
BEAST,GR3 26
GHOST RIDER III,GR3 26
WOLVERINE,GR3 26
ROGUE ,GR3 26
PSYLOCKE,X 9
ROGUE ,X 9
JUBILEE,X 9
BEAST,X 9
WOLVERINE,X 9
CYCLOPS,X 9
GAMBIT,X 9
GHOST RIDER III,X 9
"BOUDREAUX, BELLA DON",X 9
WOLVERINE,GR3 27
PSYLOCKE,GR3 27
"BOUDREAUX, BELLA DON",GR3 27
"MENNINGER, CLARA",GR3 27
CYCLOPS,GR3 27
GHOST RIDER II,GR3 27
GAMBIT,GR3 27
JUBILEE,GR3 27
BEAST,GR3 27
GHOST RIDER III,GR3 27
ROGUE ,GR3 27
BEAST,WM2 5
WONDER MAN,WM2 5
CAPTAIN AMERICA,WM2 5
RAMPAGE,WM2 5
SCARLET WITCH,WM2 5
MAJOR DOMO,X 10
GAMBIT,X 10
JUBILEE,X 10
MEEK,X 10
DAZZLER II,X 10
MOJO,X 10
MOJO II,X 10
ROGUE ,X 10
"CHENEY, LILA",X 10
WOLVERINE,X 10
CYCLOPS,X 10
LONGSHOT,X 10
BEAST,X 10
PROFESSOR X,X 10
PSYLOCKE,X 10
WOLVERINE,X 11
BEAST,X 11
MOJO,X 11
MAJOR DOMO,X 11
PROFESSOR X,X 11
PSYLOCKE,X 11
ROGUE ,X 11
CYCLOPS,X 11
MOJO II,X 11
DAZZLER II,X 11
"CHENEY, LILA",X 11
JUBILEE,X 11
GAMBIT,X 11
LONGSHOT,X 11
MOON KNIGHT,MK3 43
MULTIPLE MAN DOPPELG,MK3 43
CRYSTAL [INHUMAN],MK3 43
DARKHAWK DOPPELGANGE,MK3 43
BLACK KNIGHT V DOPPE,MK3 43
FRENCHIE,MK3 43
NAMORITA DOPPELGANGE,MK3 43
GAMBIT,MK3 43
SPIDER-WOMAN II,MK3 43
DAREDEVIL DOPPELGANG,MK3 43
BLACK KNIGHT V,MK3 43
USAGENT,MK3 43
SPEEDBALL DOPPELGANG,MK3 43
DAREDEVIL,MK3 43
SPEEDBALL,MK3 43
SPIDER-WOMAN DOPPELG,MK3 43
BEAST DOPPELGANGER I,MK3 43
NAMORITA,MK3 43
PUCK,MK3 43
BEAST,MK3 43
POLARIS DOPPELGANGER,MK3 43
MULTIPLE MAN,MK3 43
PROFESSOR X,X 12
JUBILEE,X 12
GAMBIT,X 12
PSYLOCKE,X 12
ROGUE ,X 12
CYCLOPS,X 12
BEAST,X 12
"RYKING, ALEXANDER",X 12
HAZARD,X 12
WOLVERINE,X 12
"COOPER, DR. VALERIE",X 12
"RYKING, ALEXANDER",X 13
BEAST,X 13
ROGUE ,X 13
CYCLOPS,X 13
PROFESSOR X,X 13
CANNONBALL II,X 13
ZERO,X 13
FIREFIST,X 13
GAMBIT,X 13
JUBILEE,X 13
WOLVERINE,X 13
STRYFE,X 13
SKIDS,X 13
HAZARD,X 13
STORM,UX 311
YUKIO,UX 311
SABRETOOTH,UX 311
BISHOP ,UX 311
WHITE QUEEN,UX 311
BEAST,UX 311
JUBILEE,UX 311
"LANG, DR. STEVEN",UX 311
ICEMAN,UX 311
GAMBIT,X 33
SABRETOOTH,X 33
JUBILEE,X 33
BEAST,X 33
ROGUE ,X 33
THRENODY,X 34
PSYLOCKE,X 34
ROGUE ,X 34
BEAST,X 34
GAMBIT,X 34
STORM,UX@ 18
"HUNTER, STEVIE",UX@ 18
MARVEL GIRL,UX@ 18
SHADOWCAT,UX@ 18
CALIBAN,UX@ 18
PROFESSOR X,UX@ 18
BEAST,UX@ 18
SABRETOOTH,UX@ 18
HURRICANE III,C2 17
DEADBOLT,C2 17
"SUMMERS, NATHAN CHRI",C2 17
DOMINO III,C2 17
CYCLOPS,C2 17
CALIBAN,C2 17
STORM,C2 17
GAUNTLET,C2 17
SPYNE,C2 17
MARVEL GIRL,C2 17
HARDRIVE,C2 17
LIFEFORCE,C2 17
BEAST,C2 17
FOXBAT,C2 17
THUNDERBIRD II,XFOR 40
BEAST,XFOR 40
SHATTERSTAR II,XFOR 40
FERAL,XFOR 40
BOOMER,XFOR 40
CANNONBALL II,XFOR 40
DOMINO III,XFOR 40
"HIDALGO, DETECTIVE J",XFOR 40
"RUIZ, RIGGER",XFOR 40
"CREED, GRAYDON",XFOR 40
THORNN II,XFOR 40
SIRYN,XFOR 40
"STONE, LT. MARCUS",XFOR 40
"SUMMERS, NATHAN CHRI",XFOR 40
"RASSITANO, MAD DOG",XFOR 40
PROFESSOR X,XFOR 40
RICTOR,XFOR 40
BLACK WIDOW,FW 10/2
SCARLET WITCH,FW 10/2
"HARKNESS, AGATHA",FW 10/2
"HOGAN, HAROLD J. HAP",FW 10/2
HERCULES [GREEK GOD],FW 10/2
"CHANEY, AMANDA",FW 10/2
THUNDERSTRIKE,FW 10/2
CAPTAIN AMERICA,FW 10/2
CENTURY,FW 10/2
"FURY, COL. NICHOLAS",FW 10/2
USAGENT,FW 10/2
FALCON,FW 10/2
BEAST,FW 10/2
CRYSTAL [INHUMAN],FW 10/2
"JARVIS, EDWIN",FW 10/2
IRON MAN,FW 10/2
VISION,FW 10/2
QUICKSILVER,FW 10/2
LIVING LIGHTNING,FW 10/2
THOR,FW 10/2
SPIDER-WOMAN II,FW 10/2
FIREFIST,X 42
MARVEL GIRL,X 42
JUGGERNAUT,X 42
SCANNER II,X 42
COLOSSUS II,X 42
"VOGHT, AMELIA",X 42
CYCLOPS,X 42
EXODUS,X 42
ICEMAN,X 42
ROGUE ,X 42
HOLOCAUST,X 42
BEAST,X 42
MAGNETO,X 42
SKIDS,X 42
PROFESSOR X,X 42
STORM,X 42
MILAN,X 42
"KLEINSTOCK, HARLAN",X 43
"KLEINSTOCK, SVEN",X 43
MARVEL GIRL,X 43
JAVITZ,X 43
SCANNER II,X 43
EXODUS,X 43
CARGIL,X 43
SKIDS,X 43
BEAST,X 43
MAGNETO,X 43
PROFESSOR X,X 43
HOLOCAUST,X 43
"VOGHT, AMELIA",X 43
BISHOP ,X 43
UNUSCIONE,X 43
CYCLOPS,X 43
COLOSSUS II,X 43
SUNSPOT,XFOR 45
BEAST,XFOR 45
"SUMMERS, NATHAN CHRI",XFOR 45
CALIBAN,XFOR 45
SHATTERSTAR II,XFOR 45
THUNDERBIRD II,XFOR 45
MIMIC,XFOR 45
CANNONBALL II,XFOR 45
SABRETOOTH,XFOR 45
PROFESSOR X,XFOR 45
BOOMER,XFOR 45
"CREED, GRAYDON",UX 324
PSYLOCKE,UX 324
ROGUE ,UX 324
VESSEL,UX 324
SACK,UX 324
GAMBIT,UX 324
WOLVERINE,UX 324
STORM,UX 324
WHITE QUEEN,UX 324
CANNONBALL II,UX 324
ICEMAN,UX 324
"JONES, CHARLOTTE",UX 324
BEAST,UX 324
WOLVERINE,W2 92
PROFESSOR X,W2 92
SABRETOOTH,W2 92
BEAST,W2 92
GUARDIAN,W2 92
"HUDSON, HEATHER",W2 92
EXPEDITER II,W2 92
BOOMER,W2 92
BEAST,UX 326
"MACTAGGERT, MOIRA KI",UX 326
"MAJCOMB, RENEE",UX 326
NIGHTCRAWLER,UX 326
GAMBIT,UX 326
"COOPER, DR. VALERIE",UX 326
BOOMER,UX 326
STORM,UX 326
SABRETOOTH,UX 326
PROFESSOR X,UX 326
CYPHER,UX 326
MEGGAN,UX 326
HURRICANE III,W2 93
"DUBOIS, NOAH",W2 93
CANNONBALL II,W2 93
BISHOP ,W2 93
STORM,W2 93
BOOMER,W2 93
BEAST,W2 93
EXPEDITER II,W2 93
JUGGERNAUT,W2 93
CYBER,W2 93
HARDRIVE,W2 93
SPYNE,W2 93
LIFEFORCE,W2 93
WOLVERINE,W2 93
PROFESSOR X,W2 93
BEAST,XU 9
WOLVERINE,XU 9
"FORRESTER, CAPT. ALE",XU 9
PSYLOCKE,XU 9
BLOODSCREAM,XU 9
BELASCO,XU 9
"SHAW, SHINOBI",SMTU 1
"KINE, BENEDICT",SMTU 1
PSYLOCKE,SMTU 1
"JAMESON, J. JONAH",SMTU 1
BEAST,SMTU 1
TESSA,SMTU 1
MARVEL GIRL,SMTU 1
CYCLOPS,SMTU 1
SPIDER-MAN,SMTU 1
CYCLOPS,UX 328
SABRETOOTH,UX 328
MARVEL GIRL,UX 328
BEAST,UX 328
PSYLOCKE,UX 328
PROFESSOR X,UX 328
"COOPER, DR. VALERIE",UX 328
BOOMER,UX 328
BISHOP ,UX 328
SIRYN,XFOR 51
BEAST,XFOR 51
RISQUE,XFOR 51
GAMBIT,XFOR 51
SUNSPOT,XFOR 51
BISHOP ,XFOR 51
SHATTERSTAR II,XFOR 51
"SUMMERS, NATHAN CHRI",XFOR 51
CANNONBALL II,XFOR 51
BOOMER,XFOR 51
THUNDERBIRD II,XFOR 51
STORM,XFOR 51
CALIBAN,XFOR 51
PAM,X 48
GAMBIT,X 48
BISHOP ,X 48
PSYLOCKE,X 48
CYCLOPS,X 48
BEAST,X 48
PROFESSOR X,X 48
ICEMAN,X 48
THING,X 48
CANNONBALL II,X 48
MARVEL GIRL,X 48
SUGAR MAN,X 48
STORM,X 48
BISHOP ,X 54
FATALE,X 54
ONSLAUGHT II,X 54
JUGGERNAUT,X 54
MARVEL GIRL,X 54
GAMBIT,X 54
WOLVERINE,X 54
CYCLOPS,X 54
CANNONBALL II,X 54
PROFESSOR X,X 54
DARK BEAST,X 54
BEAST,X 54
HAVOK,X 54
STORM,X 54
ICEMAN,X 54
ICEMAN,X 57
PSYLOCKE,X 57
"CREED, GRAYDON",X 57
BISHOP ,X 57
"COOPER, DR. VALERIE",X 57
"JAMESON, J. JONAH",X 57
WOLVERINE,X 57
STORM,X 57
CANNONBALL II,X 57
"TILBY, TRISH",X 57
MARVEL GIRL,X 57
CYCLOPS,X 57
PROFESSOR X,X 57
JOSEPH,X 57
MASTER MOLD II,X 57
QUICKSILVER,X 57
BEAST,X 57
CYCLOPS,UX 339
BEAST,UX 339
ICEMAN,UX 339
SPIDER-MAN CLONE,UX 339
"CREED, GRAYDON",UX 339
BISHOP ,UX 339
"JAMESON, J. JONAH",UX 339
MARVEL GIRL,UX 339
WOLVERINE,UX 339
HAVOK,UX 339
JOSEPH,UX 339
STORM,UX 339
MASTER MOLD II,UX 339
EVER,UX 339
FORGE,UX 339
GATEWAY,BEAST 1
"MANH, COY NGA",BEAST 1
CANNONBALL II,BEAST 1
BEAST,BEAST 1
KARMA,BEAST 1
SPIRAL,BEAST 1
VIPER II,BEAST 1
"MANH, COY LEONG XUI",BEAST 1
"MANH, COY LEONG XUI",BEAST 2
BEAST,BEAST 2
CANNONBALL II,BEAST 2
VIPER II,BEAST 2
"MANH, COY NGA",BEAST 2
KARMA,BEAST 2
SPIRAL,BEAST 2
CANNONBALL II,BEAST 3
"MANH, COY LEONG XUI",BEAST 3
"COY, GENERAL NGUYEN",BEAST 3
SPIRAL,BEAST 3
VIPER II,BEAST 3
BEAST,BEAST 3
GATEWAY,BEAST 3
KARMA,BEAST 3
"MANH, COY TRANH",BEAST 3
"MANH, COY NGA",BEAST 3
MARVEL GIRL,SS3 123
BEAST,SS3 123
BINARY,SS3 123
SILVER SURFER,SS3 123
"MASTERS, ALICIA REIS",SS3 123
MR. FANTASTIC,SS3 123
MASTER MOLD II,SS3 123
BISHOP ,SS3 123
SORRENTINO,SS3 123
ROGUE ,SS3 123
CYCLOPS,SS3 123
BOUNTY,SS3 123
WOLVERINE,UX 341
ROGUE ,UX 341
GAMBIT,UX 341
GLADIATOR II,UX 341
"TILBY, TRISH",UX 341
BEAST,UX 341
CANNONBALL II,UX 341
JOSEPH,UX 341
BISHOP ,UX 341
"HARRAS, BOB",UX 341
ROGUE ,UX 342
JOSEPH,UX 342
BEAST,UX 342
BISHOP ,UX 342
CYCLOPS,UX 342
MARVEL GIRL,UX 342
STORM,UX 342
GAMBIT,UX 342
"TILBY, TRISH",UX 342
CANNONBALL II,UX 342
DEATHBIRD [SHI'AR],UX 342
GAMBIT,UX 343
MASTER MOLD II,UX 343
DEATHBIRD [SHI'AR],UX 343
"LANG, DR. STEVEN",UX 343
JOSEPH,UX 343
"TILBY, TRISH",UX 343
BEAST,UX 343
BISHOP ,UX 343
JUBILEE,UX 343
ROGUE ,UX 343
"LANG, DR. STEVEN",UX 344
DEATHBIRD [SHI'AR],UX 344
"KELLY, SEN. ROBERT E",UX 344
BISHOP ,UX 344
"GYRICH, HENRY PETER",UX 344
"TILBY, TRISH",UX 344
LILANDRA NERAMANI [S,UX 344
BEAST,UX 344
GAMBIT,UX 344
ROGUE ,UX 344
JOSEPH,UX 344
"DE LA JOYA, SISTER M",UX 345
"TILBY, TRISH",UX 345
MAGGOTT,UX 345
DEATHBIRD [SHI'AR],UX 345
JOSEPH,UX 345
ROGUE ,UX 345
BISHOP ,UX 345
LILANDRA NERAMANI [S,UX 345
GAMBIT,UX 345
BEAST,UX 345
ROGUE ,UX 347
LANDSCAPE,UX 347
GAMBIT,UX 347
BEAST,UX 347
MARROW,UX 347
MEANY,UX 347
CALLISTO,UX 347
GROVEL,UX 347
SPAT,UX 347
EENY,UX 347
JOSEPH,UX 347
"TILBY, TRISH",UX 347
MAGGOTT,UX 347
NANNY,UX 347
CANNONBALL II,X 70
"REYES, DR. CECELIA",X 70
STORM,X 70
MEANY,X 70
EENY,X 70
MAGGOTT,X 70
CYCLOPS,X 70
ICEMAN,X 70
BEAST,X 70
JOSEPH,X 70
MARVEL GIRL,X 70
"TILBY, TRISH",X 70
JUGGERNAUT,X 70
MARROW,X 70
WOLVERINE,X 70
ROGUE ,X 70
INVISIBLE WOMAN,X 71
"TILBY, TRISH",X 71
STORM,X 71
THING,X 71
BLACK KING,X 71
HUMAN TORCH,X 71
CANNONBALL II,X 71
MARVEL GIRL,X 71
MARROW,X 71
ICEMAN,X 71
MAGGOTT,X 71
EENY,X 71
MEANY,X 71
ROGUE ,X 71
CYCLOPS,X 71
"REYES, DR. CECELIA",X 71
KIKO,X 71
BEAST,X 71
MR. FANTASTIC,X 71
WOLVERINE,X 71
CALLISTO,X 72
WOLVERINE,X 72
"REYES, DR. CECELIA",X 72
MARROW,X 72
BEAST,X 72
JOSEPH,X 72
STORM,X 72
CANNONBALL II,X 72
"HALLER, GABRIELLE",X 72
SABRA,X 72
MAGNETO,X 72
MAGGOTT,X 72
MAGGOTT,X 75
STORM,X 75
CANNONBALL II,X 75
PILGRIMM,X 75
MARROW,X 75
"REYES, DR. CECELIA",X 75
WOLVERINE,X 75
BEAST,X 75
MEANY,X 75
ROGUE ,X 75
EENY,X 75
BEAST,X 76
"REYES, DR. CECELIA",X 76
MARROW,X 76
MEANY,X 76
STORM,X 76
MAGGOTT,X 76
EENY,X 76
CANNONBALL II,X 76
WOLVERINE,X 76
MAGNETO,X 76
COLOSSUS II,XCAL 121
"REYES, DR. CECELIA",XCAL 121
CYPHER,XCAL 121
SHADOWCAT,XCAL 121
SABRA,XCAL 121
"ETZION, GENERAL",XCAL 121
"TAL, GENERAL",XCAL 121
WOLFSBANE,XCAL 121
"MACTAGGERT, MOIRA KI",XCAL 121
MEGGAN,XCAL 121
NIGHTCRAWLER,XCAL 121
BEAST,XCAL 121
THING,UX/FF '98
PSYCHO-MAN,UX/FF '98
"BEYNON, DR. BRADLEY",UX/FF '98
STORM,UX/FF '98
INVISIBLE WOMAN,UX/FF '98
CANNONBALL II,UX/FF '98
MR. FANTASTIC,UX/FF '98
HUMAN TORCH,UX/FF '98
BEAST,UX/FF '98
WOLVERINE,UX/FF '98
"RICHARDS, FRANKLIN B",UX/FF '98
"REYES, DR. CECELIA",UX/FF '98
CANNONBALL II,X 79
CALLISTO,X 79
"REYES, DR. CECELIA",X 79
MAGGOTT,X 79
STORM,X 79
MEANY,X 79
EENY,X 79
BEAST,X 79
MARROW,X 79
WOLFSBANE,XU 21
"SMITH, HELEN BACK",XU 21
"SMITH, ANDY",XU 21
REBO,XU 21
"CHENEY, LILA",XU 21
"WEALS, MELVIN J.",XU 21
BEAST,XU 21
MULTIPLE MAN,XU 21
"MACTAGGERT, MOIRA KI",XU 21
STRONG GUY,XU 21
NIGHTCRAWLER,X 95
STORM,X 95
MARROW,X 95
SHADOWCAT,X 95
BEAST,X 95
COLOSSUS II,X 95
WOLVERINE,X 95
PROFESSOR X,X 95
WOLVERINE SKRULL,X 95
FIZ [SKRULL],X 95
CYCLOPS,X 95
"MACTAGGERT, MOIRA KI",X 95
GAMBIT,X 95
POLARIS,X 95
ROGUE ,X 95
MARVEL GIRL,X 95
CANNONBALL II,X 99
MAGNETO,X 99
SHADOWCAT,X 99
MIRAGE II,X 99
ICEMAN,X 99
JUBILEE,X 99
HUNTER,X 99
MYSTIQUE,X 99
RAX,X 99
"HUXLEY, DR. ALDA",X 99
STORM,X 99
"HALLER, GABRIELLE",X 99
DOMINA,X 99
POLARIS,X 99
KILMER,X 99
BEAST,X 99
ROGUE ,X 99
MARROW,X 99
NIGHTCRAWLER,X 99
WOLVERINE,X 99
COLOSSUS II,X 99
HIGH EVOLUTIONARY,X 99
MR. SINISTER,X 99
MARROW,UX 380
"VOGHT, AMELIA",UX 380
MAGNETO,UX 380
STORM,UX 380
NIGHTCRAWLER,UX 380
BLOB,UX 380
OMEGA RED,UX 380
"CORTEZ, FABIAN",UX 380
MYSTIQUE,UX 380
ICEMAN,UX 380
COLOSSUS II,UX 380
SHADOWCAT,UX 380
HIGH EVOLUTIONARY,UX 380
WOLVERINE,UX 380
"GREY, DR. JOHN",UX 380
MR. SINISTER,UX 380
BEAST,UX 380
POLARIS,UX 380
GAMBIT,UX 380
MARVEL GIRL,UX 380
ROGUE ,UX 380
"GREY, ELAINE",UX 380
SCARLET WITCH,AT:WMB 1
"SAROYAN, NEAL",AT:WMB 1
"KNUTZ, CINDY",AT:WMB 1
"WILLIAMS, MRS.",AT:WMB 1
BEAST,AT:WMB 1
"BOSCO, ELAINE",AT:WMB 1
WONDER MAN,AT:WMB 1
"NEWMARK, LOTUS",AT:WMB 1
"MUNSON, CLAUDIA",AT:WMB 2
"CUMMINGS, DIANE",AT:WMB 2
"KNUTZ, CINDY",AT:WMB 2
IT,AT:WMB 2
"LOPEZ, MARIA II",AT:WMB 2
WONDER MAN,AT:WMB 2
"SAROYAN, NEAL",AT:WMB 2
BEAST,AT:WMB 2
"NEWMARK, LOTUS",AT:WMB 2
"SIMON, ALEX FLORES",AT:WMB 2
"SIMON, FELIX",AT:WMB 2
"PHIM, FATHER",AT:WMB 2
"GREER, DAVID",AT:WMB 2
"SANDERS, MAC",AT:WMB 2
"O'BRYAN, BOB",AT:WMB 2
"SHAARA, MR.",XU 27
WOLFSBANE,XU 27
BEAST,XU 27
"SUMMERS, NATHAN CHRI",XU 27
"MACTAGGERT, MOIRA KI",XU 27
"SHAPANDER, KARIMA",XU 27
MASTER MOLD II,XU 27
THUNDERBIRD III,XU 27
MARVEL GIRL,XU 27
"SHAARA, MRS.",XU 27
"SHAARA, SANJIT",XU 27
COLOSSUS II,XU 27
"SUMMERS, NATHAN CHRI",UX 381
MARVEL GIRL,UX 381
STORM,UX 381
GAMBIT,UX 381
BEAST,UX 381
DESOLATION,UX 382
LAMENT,UX 382
REQUIEM,UX 382
"SUMMERS, NATHAN CHRI",UX 382
DIRGE,UX 382
STORM,UX 382
GAMBIT,UX 382
BEAST,UX 382
MARVEL GIRL,UX 382
"VOGE, TULLAMORE",UX 383
MARVEL GIRL,UX 383
STORM,UX 383
SKETCH,UX 383
"SUMMERS, NATHAN CHRI",UX 383
BIG CASINO,UX 383
"KURASOV, SIMYON BORI",UX 383
BEAST,UX 383
FARAHD,UX 383
"SOLE, RANSOME",UX 383
"VAZHIN, ALEXEI MIKHA",UX 383
CUDGEL,UX 383
MANACLE,UX 383
"LEVIN, MAJOR DEBRA",UX 383
GAMBIT,UX 383
BLUDGEON,UX 383
GALADRIEL,UX 383
REVENANT,UX 383
BEAST,XU 28
STORM,XU 28
BLACK DEATH,XU 28
GAMBIT,XU 28
"SUMMERS, NATHAN CHRI",XU 28
MARVEL GIRL,XU 28
DARKSTAR,XU 28
"KONIEV, MRS.",UX 384
STORM,UX 384
WOLVERINE,UX 384
"VAZHIN, ALEXEI MIKHA",UX 384
GAMBIT,UX 384
"LEVIN, MAJOR DEBRA",UX 384
TESSA,UX 384
"SUMMERS, NATHAN CHRI",UX 384
BROADSIDE,UX 384
"VOGE, TULLAMORE",UX 384
FORGE,UX 384
BEAST,UX 384
BLOODY BESS,UX 384
"KONIEV, DMITRI",UX 384
KILLIAN,UX 384
NIGHTCRAWLER,UX 384
ROGUE ,UX 384
"KURASOV, SIMYON BORI",UX 384
MARVEL GIRL,UX 384
"KONIEV, IRINI",UX 384
BEAST,UX 386
STORM,UX 386
GAMBIT,UX 386
"SUMMERS, NATHAN CHRI",UX 386
MARVEL GIRL,UX 386
"FORRESTER, CAPT. ALE",UX 386
ROGUE ,UX 386
BEAST,UX 387
GAMBIT,UX 387
RAZA LONGKNIFE,UX 387
STORM,UX 387
"SUMMERS, NATHAN CHRI",UX 387
CORSAIR,UX 387
MARVEL GIRL,UX 387
QUEEN DIVINE JUSTICE,UX 387
ROGUE ,UX 387
STAR HAMMER,UX 387
MAM'SELLE HEPZIBAH,UX 387
WARSTAR,UX 387
CH'OD,UX 387
GOROTH,UX 387
HUSSAR,UX 387
LILANDRA NERAMANI [S,UX 387
"FORRESTER, CAPT. ALE",UX 387
"ROSS, EVERETT KENNET",UX 387
WEBWING,UX 387
PROFESSOR X,UX 387
GLADIATOR II,UX 387
NEUTRON,UX 387
BEAST,W '00
TYRUS KRILL,W '00
JEXIA,W '00
ULARA,W '00
WOLVERINE,W '00
ZET,W '00
"NORRISS, SISTER BARB",HCAT 3
SUB-MARINER,HCAT 3
"SCRATCH, NICHOLAS",HCAT 3
DORMAMMU,HCAT 3
MOCKINGBIRD,HCAT 3
"WOLFE, HEDY",HCAT 3
WONDER MAN,HCAT 3
HAWK,HCAT 3
MEPHISTO,HCAT 3
SATANNISH,HCAT 3
SCREAMING MIMI,HCAT 3
HELA [ASGARDIAN],HCAT 3
MOONDRAGON,HCAT 3
CAPTAIN AMERICA,HCAT 3
HELLCAT,HCAT 3
SCARLET WITCH,HCAT 3
PLUTO [OLYMPIAN],HCAT 3
HELLSTORM,HCAT 3
BEAST,HCAT 3
GAMBIT,UX 388
CANNONBALL II,UX 388
CHAMBER,UX 388
MYSTIQUE,UX 388
PENANCE,UX 388
THUNDERBIRD II,UX 388
BOOMER,UX 388
MAGNETO,UX 388
COLOSSUS II,UX 388
MARVEL GIRL,UX 388
WOLFSBANE,UX 388
PSYLOCKE,UX 388
BISHOP ,UX 388
"MACTAGGERT, MOIRA KI",UX 388
TOAD,UX 388
"KELLY, SEN. ROBERT E",UX 388
NIGHTCRAWLER,UX 388
"PHILLIPS, SIR GORDON",UX 388
JUBILEE,UX 388
SKIN,UX 388
BEDLAM,UX 388
BEAST,UX 388
HUSK,UX 388
ROGUE ,UX 388
"SUMMERS, NATHAN CHRI",UX 388
SABRETOOTH,UX 388
WOLVERINE,UX 388
PROFESSOR X,UX 388
BLOB,UX 388
STORM,UX 388
THUNDERBIRD III,UX 388
